Constitui constituir VMIP3S0 0.944444 01647229-v:0/02621395-v:0
, , Fc 1 -
sem sem SP 1 -
expressa expresso AQ0FS00 0.569778 00941148-a:0/00977699-a:0
autorização autorização NCFS000 1 01138670-n:0/05176607-n:0/05196582-n:0/06687358-n:0/06689297-n:0
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 05198036-n:0/06832680-n:0
constituinte constituinte NCCS000 0.243133 06312966-n:0/09985075-n:0
; ; Fx 1 -
locupletar locupletar VMN03S0 1 01193721-v:0
se se PP3CN00 1 -
, , Fc 1 -
por por SP 1 -
qualquer qualquer DI0CS0 0.881232 -
forma forma NCFS000 0.996448 00027807-n:0/04931733-n:0/05930736-n:0
, , Fc 1 -
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
custa custa NCFS000 0.255814 -
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 05198036-n:0/06832680-n:0
cliente cliente NCCS000 1 09984659-n:0/09985075-n:0/10407726-n:0
ou ou CC 1 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
parte parte NCFS000 0.969571 01085098-n:0/03081021-n:0/03390207-n:0/03892891-n:0/04164989-n:0/05868954-n:0/06392001-n:0/09385911-n:0/09428741-n:0/10440387-n:0/13086908-n:0/13286524-n:0/13809207-n:0
adversa adverso AQ0FS00 0.869767 -
, , Fc 1 -
por por SP 1 -
si si PP3CSO0 0.99505 -
ou ou CC 1 -
interposta interpor VMP00SF 0.992518 00914769-v:0/02079051-v:0/02098964-v:0
pessoa pessoa NCFS000 1 00007846-n:0/04617562-n:0/05217688-n:0/06326797-n:0/10203839-n:0/10289039-n:0/10344443-n:0
; ; Fx 1 -
recusar recusar VMN03S0 1 00686249-v:0/00796976-v:0/00797430-v:0/02214190-v:0/02237338-v:0/02502916-v:0/02707800-v:0/02755017-v:0
se se PP3CN00 1 -
, , Fc 1 -
injustificadamente injustificado RG 1 -
, , Fc 1 -
a a SP 0.313151 -
prestar prestar VMN0000 0.529581 00732224-v:0/02324182-v:0
contas conta NCFP000 0.987805 00634586-n:0/02815071-n:0/06516955-n:0/06517942-n:0/09179382-n:0/13354985-n:0/13591761-n:0
a a SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 05198036-n:0/06832680-n:0
cliente cliente NCCS000 1 09984659-n:0/09985075-n:0/10407726-n:0
de de SP 1 -
quantias quantia NCFP000 0.914011 00033615-n:0
recebidas receber VMP00PF 0.992518 00522751-v:0/00617095-v:0/00686879-v:0/00900583-v:0/01194418-v:0/01470225-v:0/02108377-v:0/02108654-v:0/02210119-v:0/02210855-v:0/02739480-v:0/00605893-a:0
de de SP 1 -
ele ele PP3MS00 1 -
ou ou CC 1 -
de de SP 1 -
terceiros terceiro AO0MP00 1 -
por por SP 1 -
conta conta NCFS000 0.546326 00634586-n:0/02815071-n:0/06516955-n:0/06517942-n:0/09179382-n:0/13354985-n:0/13591761-n:0
de de SP 1 -
ele ele PP3MS00 1 -
; ; Fx 1 -
reter reter VMN0000 0.533333 00610010-v:0/01301410-v:0/02202384-v:0/02213690-v:0/02215001-v:0/02283324-v:0/02451370-v:0/02641463-v:0/02681795-v:0/02701628-v:0
, , Fc 1 -
abusivamente abusivo RG 1 -
, , Fc 1 -
ou ou CC 1 -
extraviar extraviar VMN0000 0.529581 00876104-v:0
autos auto NCMP000 1 02958343-n:0
recebidos receber VMP00PM 0.972958 00522751-v:0/00617095-v:0/00686879-v:0/00900583-v:0/01194418-v:0/01470225-v:0/02108377-v:0/02108654-v:0/02210119-v:0/02210855-v:0/02739480-v:0/00605893-a:0
com com SP 1 -
vista vista NCFS000 0.830097 05933246-n:0
ou ou CC 1 -
em em SP 1 -
confiança confiança NCFS000 1 05697976-n:0/05943066-n:0/07526505-n:0/14001728-n:0/14483744-n:0
; ; Fx 1 -
deixar deixar VMN0000 0.331507 00120316-v:0/00360092-v:0/00771490-v:0/00802318-v:0/01474550-v:0/01860795-v:0/02008396-v:0/02015598-v:0/02227487-v:0/02316304-v:0/02423183-v:0/02635659-v:0/02680814-v:0/02721438-v:0
de de SP 1 -
pagar pagar VMN0000 0.331343 02109645-v:0/02249741-v:0/02250625-v:0/02251743-v:0/02252931-v:0/02284803-v:0/02287209-v:0/02296495-v:0/02344060-v:0/02732292-v:0
as o DA0FP0 0.974798 -
contribuições contribuição NCFP000 1 00787465-n:0/13269890-n:0/13270038-n:0
, , Fc 1 -
multas multa NCFP000 0.914011 06558678-n:0/13301328-n:0/13301328-n:0
e e CC 0.999951 -
preços preço NCMP000 1 05138488-n:0/05141683-n:0/05145118-n:0/05163807-n:0/13275847-n:0/13303315-n:0/13303759-n:0/13306870-n:0
de de SP 1 -
serviços serviço NCMP000 1 00098625-n:0/00568430-n:0/00568430-n:0/00577525-n:0/00582388-n:0/00584891-n:0/00719705-n:0/01032040-n:0/01032368-n:0/01209576-n:0/03315023-n:0/04175380-n:0/08186047-n:0/13325847-n:0/13968092-n:0
devidos dever VMP00PM 0.721864 02253956-v:0/02254155-v:0/02731814-v:0/00136354-a:0
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
OAB oab NP00V00 1 -
, , Fc 1 -
depois depois RG 1 00054212-r:0/00117620-r:0/00146281-r:0
de de SP 1 -
regularmente regular RG 1 -
notificado notificar VMP00SM 0.992518 00832778-v:0/00833199-v:0/00873682-v:0/00874175-v:0/00965390-v:0
a a SP 0.313151 -
fazê fazer VMN0000 1 00012267-v:0/00120316-v:0/00665476-v:0/00698256-v:0/00767334-v:0/01438902-v:0/01619014-v:0/01621555-v:0/01627355-v:0/01628197-v:0/01629000-v:0/01629589-v:0/01640207-v:0/01645601-v:0/01649024-v:0/01685313-v:0/01712704-v:0/01714208-v:0/01719921-v:0/01738774-v:0/01739814-v:0/01752495-v:0/01752884-v:0/01755504-v:0/02176268-v:0/02211948-v:0/02355596-v:0/02367363-v:0/02374764-v:0/02582921-v:0/02599636-v:0/02621133-v:0/02745332-v:0
o o PP3MSA0 1 -
; ; Fx 1 -
incidir incidir VMN0000 0.529581 01014186-v:0
em em SP 1 -
erros erro NCMP000 1 00066636-n:0/00070965-n:0/00072068-n:0/00073828-n:0/00074524-n:0/04802629-n:0/04802776-n:0/04853765-n:0/05893653-n:0/05895465-n:0/05895723-n:0/06769392-n:0/14464203-n:0
reiterados reiterar VMP00PM 0.992518 00958334-v:0/02595662-v:0
que que CS 0.398036 -
evidenciem evidenciar VMSP3P0 0.994118 00921300-v:0/02139544-v:0
inépcia inépcia NCFS000 1 -
profissional profissional AQ0CS00 0.567364 01868724-a:0/01870100-a:0/02556402-a:0/02839505-a:0/02840478-a:0
; ; Fx 1 -
manter manter VMN0000 0.533333 00117985-v:0/00607000-v:0/00732552-v:0/00736586-v:0/01016778-v:0/01017643-v:0/01065877-v:0/01151753-v:0/01184625-v:0/02202384-v:0/02204564-v:0/02219094-v:0/02225492-v:0/02638845-v:0/02679899-v:0/02681795-v:0
conduta conduta NCFS000 1 00038262-n:0/01220984-n:0/04897762-n:0
incompatível incompatível AQ0CS00 1 00508192-a:0/00509206-a:0/00509896-a:0/00561036-a:0/00562909-a:0/00578523-a:0/00623565-a:0/01487352-a:0/02382572-a:0
com com SP 1 -
a o DA0FS0 0.675415 -
advocacia advocacia NCFS000 1 00589217-n:0/00611143-n:0
; ; Fx 1 -
fazer fazer VMN0000 0.533333 00012267-v:0/00120316-v:0/00665476-v:0/00698256-v:0/00767334-v:0/01438902-v:0/01619014-v:0/01621555-v:0/01627355-v:0/01628197-v:0/01629000-v:0/01629589-v:0/01640207-v:0/01645601-v:0/01649024-v:0/01685313-v:0/01712704-v:0/01714208-v:0/01719921-v:0/01738774-v:0/01739814-v:0/01752495-v:0/01752884-v:0/01755504-v:0/02176268-v:0/02211948-v:0/02355596-v:0/02367363-v:0/02374764-v:0/02582921-v:0/02599636-v:0/02621133-v:0/02745332-v:0
falsa falso AQ0FS00 0.464 00584403-a:0/01573238-a:0/02461723-a:0
prova prova NCFS000 0.989071 05799212-n:0/05824739-n:0/06733939-n:0/07199191-n:0
de de SP 1 -
qualquer qualquer DI0CS0 0.881232 -
de de SP 1 -
os o DA0MP0 0.958022 - o PD0MP00 0.021587 - o PP3MPA0 0.0203911 -
requisitos requisito NCMP000 0.632636 05892651-n:0/09367203-n:0
para para SP 0.999444 -
inscrição inscrição NCFS000 1 00050037-n:0/06405699-n:0
em em SP 1 -
a o DA0FS0 1 -
OAB oab NP00O00 1 -
; ; Fx 1 -
tornar tornar VMN03S0 1 00120796-v:0/00146138-v:0/00149583-v:0
se se PP3CN00 1 -
moralmente moral RG 1 -
inidôneo inidôneo AQ0MS00 1 -
para para SP 0.999444 -
o o DA0MS0 0.950254 -
exercício exercício NCMS000 1 00729919-n:0/00894552-n:0/15203120-n:0
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
advocacia advocacia NCFS000 1 00589217-n:0/00611143-n:0
; ; Fx 1 -
praticar praticar VMN0000 0.529581 00606093-v:0/00833702-v:0/02375468-v:0/02561332-v:0/02568672-v:0
crime crime NCMS000 1 00766234-n:0/00767477-n:0/00768701-n:0
infamante infamante AQ0CS00 1 01161233-a:0/01549964-a:0
; ; Fx 1 -
praticar praticar VMN0000 0.529581 00606093-v:0/00833702-v:0/02375468-v:0/02561332-v:0/02568672-v:0
, , Fc 1 -
o o DA0MS0 0.950254 -
estagiário estagiário NCMS000 1 10211203-n:0/10722385-n:0
, , Fc 1 -
ato atar VMIP1S0 0.0859907 01285440-v:0/01286038-v:0/01286913-v:0/01300144-v:0/01303242-v:0/01303547-v:0/01614235-v:0
excedente excedente NCMS000 0.980769 05119714-n:0/13810818-n:0
de de SP 1 -
sua seu DP3FSS 0.929764 -
habilitação habilitação NCFS000 1 01139194-n:0
. . Fp 1 -

Inclui incluir VMIP3S0 1 00183879-v:0/00684838-v:0/00738951-v:0/02632940-v:0/02634667-v:0/02700867-v:0
se se PP3CN00 1 -
em em SP 1 -
a o DA0FS0 1 -
conduta conduta NCFS000 1 00038262-n:0/01220984-n:0/04897762-n:0
incompatível incompatível AQ0CS00 1 00508192-a:0/00509206-a:0/00509896-a:0/00561036-a:0/00562909-a:0/00578523-a:0/00623565-a:0/01487352-a:0/02382572-a:0
: : Fd 1 -
prática prática NCFS000 0.991071 00631378-n:0/00894552-n:0
reiterada reiterar VMP00SF 0.992513 00958334-v:0/02595662-v:0
de de SP 1 -
jogo jogo NCMS000 0.997738 00431552-n:0/00431893-n:0/00455599-n:0/00456199-n:0/00457382-n:0/07456188-n:0/07470671-n:0/07996689-n:0/14009763-n:0/15256714-n:0/15256915-n:0
de de SP 1 -
azar azar NCMS000 1 07304852-n:0/07314427-n:0/11418138-n:0/11427842-n:0/14475405-n:0
, , Fc 1 -
não não RN 0.99985 00024073-r:0
autorizado autorizar VMP00SM 0.992518 00803325-v:0/02444662-v:0/02447370-v:0/02473981-v:0/00178811-a:0/01632808-a:0
por por SP 1 -
lei lei NCFS000 1 05846054-n:0/05872982-n:0/06532330-n:0/08209687-n:0/08441203-n:0/08456347-n:0
; ; Fx 1 -
incontinência incontinência NCFS000 1 13496972-n:0
pública público AQ0FS00 1 00493297-a:0/01861205-a:0
e e CC 0.999951 -
escandalosa escandaloso AQ0FS00 1 -
; ; Fx 1 -
embriaguez embriaguez NCFS000 1 14018567-n:0
ou ou CC 1 -
toxicomania toxicomania NCFS000 1 14064408-n:0
habituais habitual AQ0CP00 0.960748 00024417-a:0/00489108-a:0/00489491-a:0/00489863-a:0/00606079-a:0/01067003-a:0
. . Fp 1 -

